date,Humidity,Light,CO2,HumidityRatio,Occupancy
2015-02-11 14:48:00,0.5255646912390133,0.27661817413029727,0.42733925795680444,0.7686721064755205,1.0
2015-02-11 14:49:00,0.5180039693790758,0.27661817413029727,0.4040773653790925,0.7632006042862594,1.0
2015-02-11 14:50:00,0.5249503827615537,0.27450980392156865,0.4070177731157088,0.7689177298240008,1.0
2015-02-11 14:51:00,0.5249503827615537,0.27767235926628714,0.41152639831185384,0.7689177298240008,1.0
2015-02-11 14:52:00,0.5255646912390133,0.27661817413029727,0.40852064844246,0.7727601065424288,1.0
2015-02-11 14:53:00,0.5327473773745394,0.27661817413029727,0.415316256911012,0.7777372807382436,1.0
2015-02-11 14:54:00,0.5292032889140914,0.27450980392156865,0.418583376879733,0.7773604821964889,1.0
2015-02-11 14:55:00,0.540308099234477,0.27661817413029727,0.4187140619293966,0.7914023904698142,1.0
2015-02-11 14:56:00,0.5360079387581513,0.27450980392156865,0.4213277574339082,0.7859647825419022,1.0
2015-02-11 14:57:00,0.5442774783101787,0.27661817413029727,0.42550967039794857,0.7964222626312246,1.0
2015-02-11 14:58:00,0.5477743124468386,0.2768817204301075,0.4415185572253403,0.8008443632742914,1.0
2015-02-11 14:59:00,0.550609583215197,0.27941176470588236,0.44249869313754575,0.8044296718287185,1.0
2015-02-11 15:00:00,0.5404026084491069,0.27956989247311825,0.4523000522596001,0.7915221208475679,1.0
2015-02-11 15:01:00,0.5402608449106889,0.27941176470588236,0.44249869313754575,0.7913429654661497,1.0
2015-02-11 15:02:00,0.5463566770626596,0.2792536369386464,0.4417145844077814,0.7990514889044715,1.0
2015-02-11 15:03:00,0.5463566770626596,0.27703984819734345,0.4426947203199868,0.802503861524775,1.0
2015-02-11 15:04:00,0.5447972781400624,0.28431372549019607,0.44426293777951553,0.8005287504770505,1.0
2015-02-11 15:05:00,0.5520272185993763,0.28431372549019607,0.45151594352983576,0.8201059877954248,1.0
2015-02-11 15:06:00,0.549191947831018,0.28431372549019607,0.4507318348000714,0.802637237644111,1.0
2015-02-11 15:07:00,0.5593989225971081,0.283154121884883,0.4605331939221258,0.8201843407632196,1.0
2015-02-11 15:08:00,0.5589736319818543,0.28431372549019607,0.4607945632373444,0.8254542381252336,1.0
2015-02-11 15:09:00,0.5602495038276156,0.28431372549019607,0.46314688942663745,0.8305696304777197,1.0
2015-02-11 15:10:00,0.5615253756733768,0.28431372549019607,0.4722948248685911,0.8321934737260049,1.0
2015-02-11 15:11:00,0.5615253756733768,0.2768817204301075,0.4693544171319748,0.8321934737260049,1.0
2015-02-11 15:12:00,0.5628012475191381,0.27999156654016444,0.4717720854540453,0.8338173169742903,1.0
2015-02-11 15:13:00,0.5628012475191381,0.27661817413029727,0.4754312597876485,0.8338173169742903,1.0
2015-02-11 15:14:00,0.5684717890558549,0.27767235926628714,0.4824882383555277,0.8410341535304395,1.0
2015-02-11 15:15:00,0.5684717890558549,0.2808349146110057,0.48327234708529204,0.8410341535304395,1.0
2015-02-11 15:16:00,0.5670541536716756,0.2808349146110057,0.4879769994638781,0.8392298343450989,1.0
2015-02-11 15:17:00,0.5628012475191381,0.2808349146110057,0.4903293256531712,0.8338173169742903,1.0
2015-02-11 15:18:00,0.5670541536716756,0.2808349146110057,0.4838604286326153,0.8392298343450989,1.0
2015-02-11 15:19:00,0.5593989225971081,0.2808349146110057,0.4824882383555277,0.8294872150406004,1.0
2015-02-11 15:20:00,0.5589736319818543,0.2808349146110057,0.4768034500647361,0.8289457872294348,1.0
2015-02-11 15:21:00,0.557697760136093,0.2808349146110057,0.476607422882295,0.8273219439811496,1.0
2015-02-11 15:22:00,0.5574142330592572,0.27609108159392787,0.4777835859769416,0.8269614322922513,1.0
2015-02-11 15:23:00,0.5501370382761555,0.27450980392156865,0.4712493468236082,0.8177003756100418,1.0
2015-02-11 15:24:00,0.549191947831018,0.27609108159392787,0.440930475678017,0.8164977896099564,0.0
2015-02-11 15:25:00,0.538417918911256,0.27450980392156865,0.4283847360017874,0.8027882211719402,0.0
2015-02-11 15:26:00,0.5250921462999717,0.273719165085389,0.3864349189593945,0.7858336073486278,0.0
2015-02-11 15:27:00,0.5265097816841507,0.27609108159392787,0.3736931521007238,0.7876370461635439,1.0
2015-02-11 15:28:00,0.5215953121633116,0.27450980392156865,0.36330371143134615,0.7813846554076093,1.0
